Ref,Val,Package,PosX,PosY,Rot,Side
AE1,Antenna_Chip,CHIP_ANT,-154.38,-120.91,2,bottom
C6,DNP,C_0402_1005Metric,-151.167211,-97.503682,120,bottom
C8,0.8pF 10V 5% C0G,0402_RF,-154.65,-110.49,-135,bottom
C9,10uF 10V 20%,C_0402_1005Metric,-106.34,-99.85,81,bottom
C11,DNP,0402_RF,-153.91,-120.09,180,bottom
C12,0.5pF 10V 5% C0G,0402_RF,-153.91,-117.89,180,bottom
C21,10nF 25V 10%,C_0402_1005Metric,-128.546434,-119.481858,-175,bottom
C23,0.1uF 10V 20%,C_0402_1005Metric,-146.33,-126.84,21,bottom
D2,TX1812Z_2020,TX1812Z_2020,-150.520767,-120.685406,180,bottom
D3,TX1812Z_2020,TX1812Z_2020,-144.560767,-125.815406,110,bottom
D4,TX1812Z_2020,TX1812Z_2020,-137.45,-123.65,57,bottom
D5,TX1812Z_2020,TX1812Z_2020,-132.600767,-118.005406,5,bottom
D6,TX1812Z_2020,TX1812Z_2020,-134.790121,-110.535406,50,bottom
D7,TX1812Z_2020,TX1812Z_2020,-124.440767,-108.525406,60,bottom
D8,TX1812Z_2020,TX1812Z_2020,-117.100767,-111.915406,90,bottom
D9,TX1812Z_2020,TX1812Z_2020,-110.000767,-108.525406,40,bottom
D10,TX1812Z_2020,TX1812Z_2020,-107.940767,-100.935406,-10,bottom
D11,TX1812Z_2020,TX1812Z_2020,-112.9,-95.3,-59,bottom
J2,Conn_01x04,FPC-POGO-4,-159.58577,-104.967722,40,bottom
J3,Conn_01x02,Hongjie 10100 Connector,-151.904568,-99.832308,-152,bottom
J4,DNP,MFH3.RECE.20369.001E.01,-156.37,-112.25,-95,bottom
L3,1.8nH 5%,0402_RF,-154.35,-118.99,-90,bottom
L5,3.9nH 5%,0402_RF,-155.21,-111.7,-96,bottom
R1,4.02M 1%,R_0402_1005Metric,-128.37,-117.58,5,bottom
R2,4.02M 1%,R_0402_1005Metric,-128.453677,-118.53635,5,bottom
R5,100k 1%,R_0402_1005Metric,-151.84,-114.5,-179,bottom
TH1,NTC 100k @ 25C,R_0402_1005Metric,-150.387788,-97.953682,120,bottom
U1,N52810_QFN32,QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm,-151.029999,-110.82,0,bottom
U2,KXTJ3-1057,LGA-12_2x2mm_P0.5mm,-148.828603,-106.512195,179,bottom
C1,4.7uF 10V 20%,C_0402_1005Metric,148.44,-119.53,-90,top
C2,8pF 10V 10%,C_0402_1005Metric,151.21,-110.89,73,top
C3,0.1uF 10V 20%,C_0402_1005Metric,146.18,-112.22,165,top
C4,4.7uF 10V 20%,C_0402_1005Metric,146.94,-109.34,-16,top
C5,8pF 10V 10%,C_0402_1005Metric,153.750005,-109.579996,-107,top
C7,100pF NP0 10V 5%,C_0402_1005Metric,153.13,-111.51,180,top
C10,0.1uF 10V 20%,C_0402_1005Metric,147.174293,-108.522925,-16,top
C13,4.7uF 25V 20%,C_0603_1608Metric,138.78,-122.76,152,top
C15,22uF 10V 20%,C_0603_1608Metric,145.37,-129.54,-101,top
C16,10uF 10V 20%,C_0402_1005Metric,114.7,-94.42,-54,top
C18,4.7uF 10V 20%,C_0402_1005Metric,144.18,-129.77,-101,top
C19,33nF 50V 5% NP0,C_1206_3216Metric,138.951881,-126.229748,82,top
C22,10nF 25V 10%,C_0402_1005Metric,145.378015,-123.082403,-129,top
C24,0.1uF 10V 20%,C_0402_1005Metric,114.36,-92.52,-114,top
D1,BAV99S,SOT-363_SC-70-6,135.3,-127.96,82,top
J1,Conn_01x14,FPC_14,162.794287,-98.137317,-50,top
L1,10uH 100mA 20%,L_0805_2012Metric,147.61,-120.83,130,top
L2,15nH 100mA 5%,L_0402_1005Metric,147.18,-118.87,0,top
R3,10k 5%,R_0402_1005Metric,110.9,-91.12,-114,top
R4,100k 1%,R_0402_1005Metric,146.36,-129.88,-101,top
R6,22k 1%,R_0402_1005Metric,107.57,-94.33,-59,top
R7,4.02M 1%,R_0402_1005Metric,144.095162,-122.037993,51,top
R8,10M 1%,R_0402_1005Metric,144.74557,-122.544524,-129,top
R9,270k 1%,R_0402_1005Metric,150.85,-112.68,-90,top
R10,100k 1%,R_0402_1005Metric,152.15,-113,0,top
R12,2.7k 5%,R_0402_1005Metric,147.4,-107.72,-15,top
R16,2.7k 5%,R_0402_1005Metric,147.61,-106.93,-15,top
U3,PJ75AL50SA,SOT-23,136.72,-125,152,top
U4,ME6215,SOT-23-5,142.49,-128.6,-101,top
U5,MCP73832T-2ACI/OT,SOT-23-5,109.37,-93.85,123,top
U6,MT9700,SOT-23-5,112.61,-91.86,-112,top
U7,SN74LVC1G08,SOT-353_SC-70-5,114.96,-98.57,123,top
U8,TMR1366,SOT-23,113.140767,-95.735406,125,top
Y1,32MHz 40ppm,Crystal_SMD_2016-4Pin_2.0x1.6mm,152.37,-109.05,-107,top
